attack,classfication,defense,hp,japanese_name,name,pokedex_number,sp_attack,sp_defense,speed,type1,type2
85,EleFish Pokémon,70,65,Shibibeelシビビール,Eelektrik,603,75,70,40,electric,
115,EleFish Pokémon,80,85,Shibirudonシビルドン,Eelektross,604,105,80,50,electric,
55,Cerebral Pokémon,55,55,Ligrayリグレー,Elgyem,605,85,55,30,psychic,
75,Cerebral Pokémon,75,75,Ohbemオーベム,Beheeyem,606,125,95,40,psychic,
30,Candle Pokémon,55,50,Hitomoshiヒトモシ,Litwick,607,65,55,20,ghost,fire
40,Lamp Pokémon,60,60,Lamplerランプラー,Lampent,608,95,60,55,ghost,fire
55,Luring Pokémon,90,60,Chandelaシャンデラ,Chandelure,609,145,90,80,ghost,fire
87,Tusk Pokémon,60,46,Kibagoキバゴ,Axew,610,30,40,57,dragon,
117,Axe Jaw Pokémon,70,66,Onondoオノンド,Fraxure,611,40,50,67,dragon,
147,Axe Jaw Pokémon,90,76,Ononokusオノノクス,Haxorus,612,60,70,97,dragon,
70,Chill Pokémon,40,55,Kumasyunクマシュン,Cubchoo,613,60,40,40,ice,
130,Freezing Pokémon,80,95,Tunbearツンベアー,Beartic,614,70,80,50,ice,
50,Crystallizing Pokémon,50,80,Freegeoフリージオ,Cryogonal,615,95,135,105,ice,
40,Snail Pokémon,85,50,Chobomakiチョボマキ,Shelmet,616,40,65,25,bug,
70,Shell Out Pokémon,40,80,Agilderアギルダー,Accelgor,617,100,60,145,bug,
66,Trap Pokémon,84,109,Maggyoマッギョ,Stunfisk,618,81,99,32,ground,electric
85,Martial Arts Pokémon,50,45,Kojofuコジョフー,Mienfoo,619,55,50,65,fighting,
125,Martial Arts Pokémon,60,65,Kojondoコジョンド,Mienshao,620,95,60,105,fighting,
120,Cave Pokémon,90,77,Crimganクリムガン,Druddigon,621,60,90,48,dragon,
74,Automaton Pokémon,50,59,Gobitゴビット,Golett,622,35,50,35,ground,ghost
124,Automaton Pokémon,80,89,Goloogゴルーグ,Golurk,623,55,80,55,ground,ghost
85,Sharp Blade Pokémon,70,45,Komatanaコマタナ,Pawniard,624,40,40,60,dark,steel
125,Sword Blade Pokémon,100,65,Kirikizanキリキザン,Bisharp,625,60,70,70,dark,steel
110,Bash Buffalo Pokémon,95,95,Buffronバッフロン,Bouffalant,626,40,95,55,normal,
83,Eaglet Pokémon,50,70,Washibonワシボン,Rufflet,627,37,50,60,normal,flying
123,Valiant Pokémon,75,100,Warrgleウォーグル,Braviary,628,57,75,80,normal,flying
55,Diapered Pokémon,75,70,Valchaiバルチャイ,Vullaby,629,45,65,60,dark,flying
65,Bone Vulture Pokémon,105,110,Vulginaバルジーナ,Mandibuzz,630,55,95,80,dark,flying
97,Anteater Pokémon,66,85,Kuitaranクイタラン,Heatmor,631,105,66,65,fire,
109,Iron Ant Pokémon,112,58,Aiantアイアント,Durant,632,48,48,109,bug,steel
65,Irate Pokémon,50,52,Monozuモノズ,Deino,633,45,50,38,dark,dragon
85,Hostile Pokémon,70,72,Diheadジヘッド,Zweilous,634,65,70,58,dark,dragon
105,Brutal Pokémon,90,92,Sazandoraサザンドラ,Hydreigon,635,125,90,98,dark,dragon
85,Torch Pokémon,55,55,Merlarvaメラルバ,Larvesta,636,50,55,60,bug,fire
60,Sun Pokémon,65,85,Ulgamothウルガモス,Volcarona,637,135,105,100,bug,fire
90,Iron Will Pokémon,129,91,Cobalonコバルオン,Cobalion,638,90,72,108,steel,fighting
129,Cavern Pokémon,90,91,Terrakionテラキオン,Terrakion,639,72,90,108,rock,fighting
90,Grassland Pokémon,72,91,Virizionビリジオン,Virizion,640,90,129,108,grass,fighting
100,Cyclone Pokémon,80,79,Tornelos (keshin Forme)トルネロス,Tornadus,641,110,90,121,flying,
105,Bolt Strike Pokémon,70,79,Voltolos (keshin Forme)ボルトロス,Thundurus,642,145,80,101,electric,flying
120,Vast White Pokémon,100,100,Reshiramレシラム,Reshiram,643,150,120,90,dragon,fire
150,Deep Black Pokémon,120,100,Zekromゼクロム,Zekrom,644,120,100,90,dragon,electric
145,Abundance Pokémon,90,89,Landlos (keshin Forme)ランドロス,Landorus,645,105,80,91,ground,flying
120,Boundary Pokémon,90,125,Kyuremキュレム,Kyurem,646,170,100,95,dragon,ice
72,Colt Pokémon,90,91,Keldeo (itsumo No Sugata)ケルディオ,Keldeo,647,129,90,108,water,fighting
128,Melody Pokémon,90,100,Meloetta (step Forme)メロエッタ,Meloetta,648,77,77,128,normal,psychic
120,Paleozoic Pokémon,95,71,Genesectゲノセクト,Genesect,649,120,95,99,bug,steel
61,Spiky Nut Pokémon,65,56,Harimaronハリマロン,Chespin,650,48,45,38,grass,
78,Spiny Armor Pokémon,95,61,Hariborgハリボーグ,Quilladin,651,56,58,57,grass,
107,Spiny Armor Pokémon,122,88,Brigarronブリガロン,Chesnaught,652,74,75,64,grass,fighting
45,Fox Pokémon,40,40,Fokkoフォッコ,Fennekin,653,62,60,60,fire,
59,Fox Pokémon,58,59,Tairenarテールナー,Braixen,654,90,70,73,fire,
69,Fox Pokémon,72,75,Mahoxyマフォクシー,Delphox,655,114,100,104,fire,psychic
56,Bubble Frog Pokémon,40,41,Keromatsuケロマツ,Froakie,656,62,44,71,water,
63,Bubble Frog Pokémon,52,54,Gekogashiraゲコガシラ,Frogadier,657,83,56,97,water,
145,Ninja Pokémon,67,72,Gekkougaゲッコウガ,Greninja,658,153,71,132,water,dark
36,Digging Pokémon,38,38,Horubeeホルビー,Bunnelby,659,32,36,57,normal,
56,Digging Pokémon,77,85,Horudoホルード,Diggersby,660,50,77,78,normal,ground
50,Tiny Robin Pokémon,43,45,Yayakomaヤヤコマ,Fletchling,661,40,38,62,normal,flying
73,Ember Pokémon,55,62,Hinoyakomaヒノヤコマ,Fletchinder,662,56,52,84,fire,flying
81,Scorching Pokémon,71,78,Fiarrowファイアロー,Talonflame,663,74,69,126,fire,flying
35,Scatterdust Pokémon,40,38,Kofukimushiコフキムシ,Scatterbug,664,27,25,35,bug,
22,Scatterdust Pokémon,60,45,Kofuuraiコフーライ,Spewpa,665,27,30,29,bug,
52,Scale Pokémon,50,80,Viviyonビビヨン,Vivillon,666,90,50,89,bug,flying
50,Lion Cub Pokémon,58,62,Shishikoシシコ,Litleo,667,73,54,72,fire,normal
68,Royal Pokémon,72,86,Kaenjishiカエンジシ,Pyroar,668,109,66,106,fire,normal
38,Single Bloom Pokémon,39,44,Flabebeフラベベ,Flabébé,669,61,79,42,fairy,
65,Fairy Pokémon,67,74,Floetteフラエッテ,Floette,670,125,128,92,fairy,
65,Garden Pokémon,68,78,Florgesフラージェス,Florges,671,112,154,75,fairy,
65,Mount Pokémon,48,66,Meecleメェークル,Skiddo,672,62,57,52,grass,
100,Mount Pokémon,62,123,Gogoatゴーゴート,Gogoat,673,97,81,68,grass,
82,Playful Pokémon,62,67,Yanchamヤンチャム,Pancham,674,46,48,43,fighting,
124,Daunting Pokémon,78,95,Gorondaゴロンダ,Pangoro,675,69,71,58,fighting,dark
80,Poodle Pokémon,60,75,Trimmienトリミアン,Furfrou,676,65,90,102,normal,
48,Restraint Pokémon,54,62,Nyasperニャスパー,Espurr,677,63,60,68,psychic,
48,Constraint Pokémon,76,74,Nyaonixニャオニクス,Meowstic,678,83,81,104,psychic,
80,Sword Pokémon,100,45,Hitotsukiヒトツキ,Honedge,679,35,37,28,steel,ghost
110,Sword Pokémon,150,59,Nidangillニダンギル,Doublade,680,45,49,35,steel,ghost
150,Royal Sword Pokémon,50,60,Gillgardギルガルド,Aegislash,681,150,50,60,steel,ghost
52,Perfume Pokémon,60,78,Shushupuシュシュプ,Spritzee,682,63,65,23,fairy,
72,Fragrance Pokémon,72,101,Frefuwanフレフワン,Aromatisse,683,99,89,29,fairy,
48,Cotton Candy Pokémon,66,62,Peroppafuペロッパフ,Swirlix,684,59,57,49,fairy,
80,Meringue Pokémon,86,82,Peroreamペロリーム,Slurpuff,685,85,75,72,fairy,
54,Revolving Pokémon,53,53,Maaiikaマーイーカ,Inkay,686,37,46,45,dark,psychic
92,Overturning Pokémon,88,86,Calamaneroカラマネロ,Malamar,687,68,75,73,dark,psychic
52,Two-Handed Pokémon,67,42,Kameteteカメテテ,Binacle,688,39,56,50,rock,water
105,Collective Pokémon,115,72,Gamenodesガメノデス,Barbaracle,689,54,86,68,rock,water
60,Mock Kelp Pokémon,60,50,Kuzumoクズモー,Skrelp,690,60,60,30,poison,water
75,Mock Kelp Pokémon,90,65,Dramidoroドラミドロ,Dragalge,691,97,123,44,poison,dragon
53,Water Gun Pokémon,62,50,Udeppouウデッポウ,Clauncher,692,58,63,44,water,
73,Howitzer Pokémon,88,71,Blosterブロスター,Clawitzer,693,120,89,59,water,
38,Generator Pokémon,33,44,Erikiteruエリキテル,Helioptile,694,61,43,70,electric,normal
55,Generator Pokémon,52,62,Elezardエレザード,Heliolisk,695,109,94,109,electric,normal
89,Royal Heir Pokémon,77,58,Chigorasチゴラス,Tyrunt,696,45,45,48,rock,dragon
121,Despot Pokémon,119,82,Gachigorasガチゴラス,Tyrantrum,697,69,59,71,rock,dragon
59,Tundra Pokémon,50,77,Amarusアマルス,Amaura,698,67,63,46,rock,ice
77,Tundra Pokémon,72,123,Amarurugaアマルルガ,Aurorus,699,99,92,58,rock,ice
65,Intertwining Pokémon,65,95,Nymphiaニンフィア,Sylveon,700,110,130,60,fairy,
92,Wrestling Pokémon,75,78,Luchabullルチャブル,Hawlucha,701,74,63,118,fighting,flying
58,Antenna Pokémon,57,67,Dedenneデデンネ,Dedenne,702,81,67,101,electric,fairy
50,Jewel Pokémon,150,50,Melecieメレシー,Carbink,703,50,150,50,rock,fairy
50,Soft Tissue Pokémon,35,45,Numeraヌメラ,Goomy,704,55,75,40,dragon,
75,Soft Tissue Pokémon,53,68,Numeilヌメイル,Sliggoo,705,83,113,60,dragon,
100,Dragon Pokémon,70,90,Numelgonヌメルゴン,Goodra,706,110,150,80,dragon,
80,Key Ring Pokémon,91,57,Cleffyクレッフィ,Klefki,707,80,87,75,steel,fairy
70,Stump Pokémon,48,43,Bokureiボクレー,Phantump,708,50,60,38,ghost,grass
110,Elder Tree Pokémon,76,85,Ohrotオーロット,Trevenant,709,65,82,56,ghost,grass
66,Pumpkin Pokémon,70,59,Bakecchaバケッチャ,Pumpkaboo,710,44,55,41,ghost,grass
100,Pumpkin Pokémon,122,85,Pumpjinパンプジン,Gourgeist,711,58,75,54,ghost,grass
69,Ice Chunk Pokémon,85,55,Kachikohruカチコール,Bergmite,712,32,35,28,ice,
117,Iceberg Pokémon,184,95,Crebaseクレベース,Avalugg,713,44,46,28,ice,
30,Sound Wave Pokémon,35,40,Onbatオンバット,Noibat,714,45,40,55,flying,dragon
70,Sound Wave Pokémon,80,85,Onvernオンバーン,Noivern,715,97,80,123,flying,dragon
131,Life Pokémon,95,126,Xerneasゼルネアス,Xerneas,716,131,98,99,fairy,
131,Destruction Pokémon,95,126,Yveltalイベルタル,Yveltal,717,131,98,99,dark,flying
100,Order Pokémon,121,216,Zygarde (10% Forme)ジガルデ,Zygarde,718,91,95,85,dragon,ground
160,Jewel Pokémon,110,50,Diancieディアンシー,Diancie,719,160,110,110,rock,fairy
160,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),60,80,Hoopa (imashimerareshi Hoopa)フーパ,Hoopa,720,170,130,80,psychic,ghost
110,Steam Pokémon,120,80,Volcanionボルケニオン,Volcanion,721,130,90,70,fire,water
55,Grass Quill Pokémon,55,68,Mokurohモクロー,Rowlet,722,50,50,42,grass,flying
75,Blade Quill Pokémon,75,78,Fukuthrowフクスロー,Dartrix,723,70,70,52,grass,flying
107,Arrow Quill Pokémon,75,78,Junaiperジュナイパー,Decidueye,724,100,100,70,grass,ghost
65,Fire Cat Pokémon,40,45,Nyabbyニャビー,Litten,725,60,40,70,fire,
85,Fire Cat Pokémon,50,65,Nyaheatニャヒート,Torracat,726,80,50,90,fire,
115,Heel Pokémon,90,95,Gaogaenガオガエン,Incineroar,727,80,90,60,fire,dark
54,Sea Lion Pokémon,54,50,Ashimariアシマリ,Popplio,728,66,56,40,water,
69,Pop Star Pokémon,69,60,Osyamariオシャマリ,Brionne,729,91,81,50,water,
74,Soloist Pokémon,74,80,Ashireneアシレーヌ,Primarina,730,126,116,60,water,fairy
75,Woodpecker Pokémon,30,35,Tsutsukeraツツケラ,Pikipek,731,30,30,65,normal,flying
85,Bugle Beak Pokémon,50,55,Kerarappaケララッパ,Trumbeak,732,40,50,75,normal,flying
120,Cannon Pokémon,75,80,Dodekabashiドデカバシ,Toucannon,733,75,75,60,normal,flying
70,Loitering Pokémon,30,48,Youngooseヤングース,Yungoos,734,30,30,45,normal,
110,Stakeout Pokémon,60,88,Dekagooseデカグース,Gumshoos,735,55,60,45,normal,
62,Larva Pokémon,45,47,Agojimushiアゴジムシ,Grubbin,736,55,45,46,bug,
82,Battery Pokémon,95,57,Dendimushiデンヂムシ,Charjabug,737,55,75,36,bug,electric
70,Stag Beetle Pokémon,90,77,Kuwagannonクワガノン,Vikavolt,738,145,75,43,bug,electric
82,Boxing Pokémon,57,47,Makenkaniマケンカニ,Crabrawler,739,42,47,63,fighting,
132,Woolly Crab Pokémon,77,97,Kekenkaniケケンカニ,Crabominable,740,62,67,43,fighting,ice
70,Dancing Pokémon,70,75,Odoridori (pachipachi Style)オドリドリ,Oricorio,741,98,70,93,fire,flying
45,Bee Fly Pokémon,40,40,Abulyアブリー,Cutiefly,742,55,40,84,bug,fairy
55,Bee Fly Pokémon,60,60,Aburibbonアブリボン,Ribombee,743,95,70,124,bug,fairy
65,Puppy Pokémon,40,45,Iwankoイワンコ,Rockruff,744,30,40,60,rock,
115,Wolf Pokémon,75,85,Lugarugan (mahiru No Sugata)ルガルガン,Lycanroc,745,55,75,82,rock,
140,Small Fry Pokémon,130,45,Yowashi (tandoku No Sugata)ヨワシ,Wishiwashi,746,140,135,30,water,
53,Brutal Star Pokémon,62,50,Hidoideヒドイデ,Mareanie,747,43,52,45,poison,water
63,Brutal Star Pokémon,152,50,Dohidoideドヒドイデ,Toxapex,748,53,142,35,poison,water
100,Donkey Pokémon,70,70,Dorobankoドロバンコ,Mudbray,749,45,55,45,ground,
125,Draft Horse Pokémon,100,100,Banbadoroバンバドロ,Mudsdale,750,55,85,35,ground,
40,Water Bubble Pokémon,52,38,Shizukumoシズクモ,Dewpider,751,40,72,27,water,bug
70,Water Bubble Pokémon,92,68,Onishizukumoオニシズクモ,Araquanid,752,50,132,42,water,bug
55,Sickle Grass Pokémon,35,40,Karikiriカリキリ,Fomantis,753,50,35,35,grass,
105,Bloom Sickle Pokémon,90,70,Lalantesラランテス,Lurantis,754,80,90,45,grass,
35,Illuminating Pokémon,55,40,Nemasyuネマシュ,Morelull,755,65,75,15,grass,fairy
45,Illuminating Pokémon,80,60,Mashadeマシェード,Shiinotic,756,90,100,30,grass,fairy
44,Toxic Lizard Pokémon,40,48,Yatoumoriヤトウモリ,Salandit,757,71,40,77,poison,fire
64,Toxic Lizard Pokémon,60,68,Ennewtエンニュート,Salazzle,758,111,60,117,poison,fire
75,Flailing Pokémon,50,70,Nuikogumaヌイコグマ,Stufful,759,45,50,50,normal,fighting
125,Strong Arm Pokémon,80,120,Kiterugumaキテルグマ,Bewear,760,55,60,60,normal,fighting
30,Fruit Pokémon,38,42,Amakajiアマカジ,Bounsweet,761,30,38,32,grass,
40,Fruit Pokémon,48,52,Amamaikoアママイコ,Steenee,762,40,48,62,grass,
120,Fruit Pokémon,98,72,Amajoアマージョ,Tsareena,763,50,98,72,grass,
52,Posy Picker Pokémon,90,51,Cuwawaキュワワー,Comfey,764,82,110,100,fairy,
60,Sage Pokémon,80,90,Yareyuutanヤレユータン,Oranguru,765,90,110,60,normal,psychic
120,Teamwork Pokémon,90,100,Nagetukesaruナゲツケサル,Passimian,766,40,60,80,fighting,
35,Turn Tail Pokémon,40,25,Kosokumushiコソクムシ,Wimpod,767,20,30,80,bug,water
125,Hard Scale Pokémon,140,75,Gusokumushaグソクムシャ,Golisopod,768,60,90,40,bug,water
55,Sand Heap Pokémon,80,55,Sunabaスナバァ,Sandygast,769,70,45,15,ghost,ground
75,Sand Castle Pokémon,110,85,Sirodethnaシロデスナ,Palossand,770,100,75,35,ghost,ground
60,Sea Cucumber Pokémon,130,55,Namakobushiナマコブシ,Pyukumuku,771,30,130,5,water,
95,Synthetic Pokémon,95,95,Type: Nullタイプ：ヌル,Type: Null,772,95,95,59,normal,
95,Synthetic Pokémon,95,95,Silvadyシルヴァディ,Silvally,773,95,95,95,normal,
100,Meteor Pokémon,60,60,Metenoメテノ,Minior,774,100,60,120,rock,flying
115,Drowsing Pokémon,65,65,Nekkoaraネッコアラ,Komala,775,75,95,65,normal,
78,Blast Turtle Pokémon,135,60,Bakugamesバクガメス,Turtonator,776,91,85,36,fire,dragon
98,Roly-Poly Pokémon,63,65,Togedemaruトゲデマル,Togedemaru,777,40,73,96,electric,steel
90,Disguise Pokémon,80,55,Mimikkyuミミッキュ,Mimikyu,778,50,105,96,ghost,fairy
105,Gnash Teeth Pokémon,70,68,Hagigishiriハギギシリ,Bruxish,779,70,70,92,water,psychic
60,Placid Pokémon,85,78,Jijilongジジーロン,Drampa,780,135,91,36,normal,dragon
131,Sea Creeper Pokémon,100,70,Dadarinダダリン,Dhelmise,781,86,90,40,ghost,grass
55,Scaly Pokémon,65,45,Jyarakoジャラコ,Jangmo-o,782,45,45,45,dragon,
75,Scaly Pokémon,90,55,Jyarangoジャランゴ,Hakamo-o,783,65,70,65,dragon,fighting
110,Scaly Pokémon,125,75,Jyararangaジャラランガ,Kommo-o,784,100,105,85,dragon,fighting
115,Land Spirit Pokémon,85,70,Kapu-kokekoカプ・コケコ,Tapu Koko,785,95,75,130,electric,fairy
85,Land Spirit Pokémon,75,70,Kapu-tetefuカプ・テテフ,Tapu Lele,786,130,115,95,psychic,fairy
130,Land Spirit Pokémon,115,70,Kapu-bululカプ・ブルル,Tapu Bulu,787,85,95,75,grass,fairy
75,Land Spirit Pokémon,115,70,Kapu-rehireカプ・レヒレ,Tapu Fini,788,95,130,85,water,fairy
29,Nebula Pokémon,31,43,Cosmogコスモッグ,Cosmog,789,29,31,37,psychic,
29,Protostar Pokémon,131,43,Cosmovumコスモウム,Cosmoem,790,29,131,37,psychic,
137,Sunne Pokémon,107,137,Solgaleoソルガレオ,Solgaleo,791,113,89,97,psychic,steel
113,Moone Pokémon,89,137,Lunalaルナアーラ,Lunala,792,137,107,97,psychic,ghost
53,Parasite Pokémon,47,109,Uturoidウツロイド,Nihilego,793,127,131,103,rock,poison
139,Swollen Pokémon,139,107,Massivoonマッシブーン,Buzzwole,794,53,53,79,bug,fighting
137,Lissome Pokémon,37,71,Pheroacheフェローチェ,Pheromosa,795,137,37,151,bug,fighting
89,Glowing Pokémon,71,83,Denjyumokuデンジュモク,Xurkitree,796,173,71,83,electric,
101,Launch Pokémon,103,97,Tekkaguyaテッカグヤ,Celesteela,797,107,101,61,steel,flying
181,Drawn Sword Pokémon,131,59,Kamiturugiカミツルギ,Kartana,798,59,31,109,grass,steel
101,Junkivore Pokémon,53,223,Akuzikingアクジキング,Guzzlord,799,97,53,43,dark,dragon
107,Prism Pokémon,101,97,Necrozmaネクロズマ,Necrozma,800,127,89,79,psychic,
95,Artificial Pokémon,115,80,Magearnaマギアナ,Magearna,801,130,115,65,steel,fairy
